ID,식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),비타민A(R.E),리보플라빈(mg),칼슘(mg),철분(mg)
143,"칼슘수수밥, 쇠고기무국, 돈사태김치찜, 치커리사과무침, 스크램블에그, 맛살, 배추겉절이, 입찰, 아이스홍시",706.2,90.6,52.7,16.5,312.8,1.2,254.4,5.0
144,"칼슘수수밥, 부대찌개, 야채계란찜, 노각무침, 삼치구이, 데리야끼, 열무김치, 거봉",630.9,100.5,36.7,10.3,223.5,1.0,224.8,4.0
145,"짜장밥, 짜장밥, 달걀국, 단무지깻잎무침, 제주돼지탕수육, 배추김치, 요구르트",751.8,135.1,29.8,12.1,205.2,0.8,263.5,7.0
146,"칼슘, 곡혼합잡곡밥, 초코칩트위스트, 육개장, 새송이초무침, 찜닭, 순살, 오징어김치전, 배추겉절이, 입찰",920.2,132.2,51.5,20.4,391.9,1.1,262.8,5.0
147,"칼슘현미밥, 사각어묵국, 메추리알곤약조림, 숙주미나리무침, 통마늘고추장불고기, 총각김치, 수박",739.0,114.5,43.8,15.3,488.7,0.9,248.2,5.0
148,"칼슘현미밥, 뼈없는감자탕, 고등어무조림, 참나물무침, 언양식육전, 섞박지, 스틱젤리",921.7,119.2,53.6,28.7,345.2,1.1,308.3,6.0
149,"칼슘기장밥, 돈육김치찌개, 브로콜리버섯볶음, 훈제오리, 머스터드, 인용, 깍두기, 부추적채무침, 레몬무쌈",650.7,82.6,32.8,23.4,102.4,0.6,179.5,4.0
150,"굴소스야채볶음밥, 굴소스야채볶음밥, 팽이유부된장국, 도라지오이생채, 팝콘치킨, 배추김치, 고마워감귤",819.4,120.7,38.4,22.6,232.5,0.8,213.3,5.0
151,"칼슘찹쌀밥, 쇠고기미역국, 돼지갈비찜, 파프리카잡채, 배추김치, 케이크, 열대과일샐러드",999.5,140.8,47.9,28.2,328.0,0.9,246.2,4.0
152,"칼슘현미밥, 얼큰김치감자수제비국, 마늘쫑볶음, 목살찹스테이크, 배추겉절이, 입찰, 연두부, 양념장, 자두",753.7,108.9,34.0,22.0,142.1,0.7,243.9,4.0
153,"칼슘찹쌀밥, 장각삼계탕, 실곤약야채무침, 오이부추무침, 생선까스, 타르타르소스, 섞박지, 수박",990.6,106.4,52.2,43.5,417.5,0.5,201.3,4.0
154,"칼슘, 곡혼합잡곡밥, 북어채무국, 참나물생채, 우엉어묵볶음, 순대닭갈비, 배추김치, 양반김",731.2,103.2,43.5,17.5,350.0,0.7,250.6,6.0
155,"칼슘보리밥, 열무된장국, 보쌈, 쌈장, 비빔밀면, 양파간장절임, 보쌈김치, 파인애플",875.6,140.9,42.5,18.1,390.4,0.8,250.9,5.0
156,"추억의옛날도시락, 가쓰오장국, 시금치무침, 회오리감자, 열무김치, 플리또",849.9,132.6,30.8,22.6,367.0,0.6,397.5,5.0
157,"칼슘찹쌀밥, 들깨미역국, 진미채무침, 펜네소스함박, 펜네소스함박, 배추김치, 꿀떡, 단호박고구마샐러드",984.8,137.6,36.0,34.5,247.0,0.4,251.5,4.0
158,"추가밥, 잔치국수, 화이트슈, 오징어초무침, 치킨타코, 배추겉절이, 입찰",732.5,99.2,34.6,17.9,345.9,0.8,179.7,6.0
159,"칼슘기장밥, 육개장, 콩나물무침, 감자채볶음, 파프리카, 가자미유린기, 배추김치, 마카롱",651.0,101.0,33.2,14.5,166.0,0.5,219.5,3.0
160,"칼슘찹쌀밥, 참치김치찌개, 상추파채무침, 모듬삼겹살구이, 배추겉절이, 입찰, 매실주스",692.5,87.6,34.2,23.0,79.3,0.5,199.2,4.0
161,"김밥볶음밥, 꼬치어묵국, 단무지깻잎무침, 밀떡볶이, 우엉뿌리채소튀김, 깍두기, 바나나우유",999.8,164.4,35.9,22.4,394.4,0.6,398.3,5.0
162,"칼슘, 곡혼합잡곡밥, 순두부백탕, 연근조림, 치커리사과무침, 오리고추장불고기, 총각김치, 파인애플",717.6,99.1,31.4,21.0,116.4,0.6,207.4,5.0
163,"칼슘현미밥, 감자양파국, 두부조림, 명엽채볶음, 로제찜닭, 배추김치, 아이스망고",976.4,121.0,63.5,23.6,138.2,0.7,309.5,5.0
164,"칼슘찹쌀밥, 뼈없는감자탕, 청포묵김가루무침, 비엔나케찹볶음, 삼치구이, 데리야끼, 섞박지, 짜먹는요거바",751.3,107.9,43.8,18.0,267.8,0.6,276.9,4.0
165,"칼슘수수밥, 막국수, 부찬, 조랭이떡국, 닭갈비, 볼어묵볶음, 배추겉절이, 입찰, 조각메론",990.2,168.1,55.6,16.4,502.0,0.7,229.1,5.0
166,"허브치킨플레로티볶음밥, 가쓰오장국, 도라지오이생채, 크리미양파치킨, 배추김치, 쥬시쿨",839.1,99.6,34.3,34.7,170.0,0.3,161.5,3.0
167,"칼슘현미밥, 근대된장국, 야채계란찜, 깻잎순나물, 고추장불고기, 배추겉절이, 입찰, 방울토마토",648.2,94.9,40.3,15.0,719.7,0.9,251.9,5.0
168,"칼슘찹쌀밥, 순댓국, 오이고추된장무침, 수제코다리살강정, 너비아니, 섞박지, 양반김",903.2,130.3,39.5,26.2,184.8,0.6,218.8,7.0
169,"차조밥, 아욱된장국, 청경채무침, 브로콜리버섯볶음, 구워먹는닭갈비, 배추김치, 포도",714.7,114.3,39.6,14.3,425.0,0.7,278.9,4.0
170,"땡초고기주먹밥, 홍합짬뽕, 짜사이무침, 만두, 배추겉절이, 입찰, 요구르트",718.3,94.2,29.7,26.3,299.3,0.6,217.0,1.0
171,"칼슘현미밥, 호박고추장찌개, 깻잎찜, 마늘쫑초장무침, 돈육불고기, 배추김치, 사과, 배식용",627.2,110.4,34.1,10.2,433.6,0.9,221.7,3.0
172,"칼슘, 곡혼합잡곡밥, 쇠고기무국, 온두부, 시금치무침, 애호박나물, 돈육김치볶음, 총각김치",620.5,85.5,39.7,12.8,345.1,0.6,256.1,5.0
173,"칼슘현미밥, 부대찌개, 부대찌개, 치커리유자청무침, 건파래볶음, 피쉬앤칩스, 배추겉절이, 입찰, 타르타르소스, 파인애플",805.1,112.1,28.1,28.5,78.0,0.4,219.7,4.0
174,"칼슘수수밥, 감자수제비국, 메추리알곤약조림, 얼갈이된장무침, 돈육짜장불고기, 배추김치, 바나나",770.3,113.1,54.5,14.3,274.1,1.2,294.8,5.0
175,"콩나물밥, 양념장, 버섯된장국, 참나물무침, 닭불구이, 고구마치즈, 배추겉절이, 입찰, 비피더스명장, 사과",679.7,88.9,42.5,14.9,105.7,0.6,389.0,5.0
176,"칼슘찹쌀밥, 쇠고기미역국, 돼지갈비찜, 숙주미나리무침, 배추김치, 수박롤케이크, 양상추황도샐러드",922.2,115.6,47.6,30.7,182.9,0.8,220.8,4.0
177,"칼슘, 곡혼합잡곡밥, 콩가루배추된장국, 명엽채볶음, 치즈불닭, 배추겉절이, 입찰, 매실주스, 옥수수콘샐러드",994.0,125.1,57.3,29.3,199.6,0.6,368.7,5.0
178,"칼슘, 곡혼합잡곡밥, 조랭이떡국, 도토리묵참나물무침, 해물경단, 고등어데리야끼구이, 배추김치",765.2,105.7,35.3,19.8,162.2,0.6,201.4,5.0
179,"칼슘수수밥, 얼갈이된장국, 근대나물, 감자채볶음, 파프리카, 닭볶음탕, 배추겉절이, 입찰, 바나나",649.7,99.7,40.6,13.5,399.5,0.5,238.3,4.0
180,"참치마요덮밥, 가쓰오장국, 취나물무침, 감자핫도그, 배추김치, 초코우유",976.7,131.5,42.2,32.2,314.6,0.8,433.5,8.0
181,"칼슘찹쌀밥, 닭개장, 실곤약야채무침, 고구마순들깨볶음, 언양식불고기, 섞박지, 조각메론",718.2,91.0,38.4,23.7,237.0,0.5,337.5,4.0
182,"칼슘현미밥, 파이, 감자양파국, 애느타리깨소스무침, 미역줄기볶음, 통마늘고추장불고기, 배추겉절이, 입찰",654.6,108.5,32.8,13.7,220.1,0.5,177.5,3.0
183,"칼슘흑미밥, 부대찌개, 얼갈이된장무침, 순대야채볶음, 삼치구이, 잠발라야소스, 깍두기, 쁘띠첼, 과일젤리",721.8,120.1,31.4,13.3,234.5,0.6,267.9,7.0
184,"추가밥, 로제소스스파게티, 배추김치, 야채피클, 치킨텐더샐러드, 시리얼, 흰우유",999.2,144.8,37.5,35.8,830.2,1.3,332.8,4.0
185,"차조밥, 참치김치찌개, 상추겉절이, 파채돈육불고기, 사각어묵볶음, 총각김치, 방울토마토",683.8,97.4,44.5,14.3,235.9,0.8,216.4,5.0
186,"칼슘흑미밥, 달걀국, 콩나물무침, 주꾸미떡볶음, 고구마츄러스맛탕, 백김치, 아이스망고",950.9,151.2,42.2,19.3,150.7,0.7,226.8,1.0
187,"칼슘찹쌀밥, 크루통콘스프, 돈까스소스, 치즈돈까스, 배추김치, 오리엔탈드레싱, 케이크, 그린샐러드",867.9,122.6,28.6,29.2,100.7,0.3,316.8,2.0
188,"칼슘기장밥, 사각어묵국, 야채계란찜, 근대나물, 돈육짜장불고기, 배추겉절이, 입찰, 포도",765.4,100.1,61.4,14.9,325.3,1.2,248.7,5.0
189,"깍두기볶음밥, 콩나물국, 유자단무지맛살냉채, 타코야끼, 배추김치, 고마워감귤",717.5,102.4,19.1,27.4,115.8,0.3,198.9,2.0
190,"칼슘, 곡혼합잡곡밥, 경상도식무국, 진미채무침, 마파두부, 스팸감자구이, 배추김치, 파인애플",779.2,100.2,49.4,21.8,283.8,0.6,280.1,1.0
191,"칼슘흑미밥, 감자수제비국, 돼지갈비찜, 숙주미나리무침, 해물파전, 배추겉절이, 입찰, 짜먹는요거바",925.2,127.8,51.2,25.6,362.6,0.8,211.4,4.0
192,"칼슘수수밥, 근대된장국, 찹쌀콩잔멸치볶음, 훈제오리, 머스터드, 인용, 배추김치, 부추적채무침, 사과, 배식용",644.7,83.6,30.2,23.8,222.1,0.4,213.3,4.0
193,"칼슘, 곡혼합잡곡밥, 순두부찌개, 돈육메추리알장조림, 시금치무침, 가지튀김, 칠리소스, 배추겉절이, 입찰, 양반김",833.5,92.9,51.6,28.7,500.1,1.2,268.2,6.0
194,"칼슘찹쌀밥, 단호박카레, 해물볶음우동, 비빔야채만두, 배추김치, 초코아이스슈",998.3,182.1,36.9,18.0,382.2,0.6,185.7,4.0
195,"칼슘현미밥, 들깨미역국, 콩나물잡채, 방풍나물무침, 오삼불고기, 배추김치, 무지개떡",771.9,135.8,28.6,15.8,340.3,0.4,246.0,3.0
196,"칼슘현미밥, 샐러드파스타, 쑥갓어묵국, 취나물무침, 목살찹스테이크, 배추김치, 찰떡, 초코, 크림치즈",1048.0,157.1,44.9,28.3,297.4,0.7,298.3,7.0
197,"칼슘수수밥, 오징어무국, 청경채무침, 찜닭, 순살, 건파래볶음, 배추겉절이, 입찰, 방울토마토",684.8,101.3,45.5,13.9,295.7,0.8,253.2,4.0
198,"칼슘찹쌀밥, 하이라이스, 몬테크리스토샌드위치, 오이지무침, 배추김치, 딸기우유",905.0,140.1,37.7,20.9,284.9,0.8,445.4,2.0
199,"칼슘, 곡혼합잡곡밥, 육개장, 오징어김치전, 미트볼조림, 순살삼치구이, 허브솔트, 배추겉절이, 입찰",871.8,111.9,45.3,24.7,230.0,0.7,225.3,5.0
200,"칼슘현미밥, 닭곰탕, 세발나물, 미역줄기볶음, 통마늘고추장불고기, 배추김치, 사과, 배식용",702.0,103.8,45.6,15.7,388.3,0.6,194.2,4.0
201,"칼슘, 곡혼합잡곡밥, 감자양파국, 오이달래무침, 불닭, 총각김치, 연두부, 양념장, 파인애플",667.0,95.0,43.2,13.1,173.8,0.4,181.2,4.0
202,"추가밥, 홍합짬뽕, 짜장면, 만두, 배추김치, 요거톡, 단무지",889.2,128.1,38.5,28.4,247.7,0.9,389.1,2.0
203,"차조밥, 꼬치어묵국, 숙주미나리무침, 브로콜리버섯볶음, 구워먹는닭갈비, 배추김치, 레몬무쌈, 바나나",779.2,129.2,44.3,11.3,145.8,0.5,203.4,3.0
204,"칼슘찹쌀밥, 참치김치찌개, 상추파채무침, 모듬삼겹살구이, 배추겉절이, 입찰, 매실주스",745.4,91.9,37.5,25.5,81.1,0.5,196.5,4.0
205,"칼슘수수밥, 뼈없는감자탕, 수제코다리살강정, 부쳐먹는우리팜, 섞박지, 아이스망고",773.0,122.5,46.0,10.0,225.4,0.7,252.8,3.0
206,"칼슘, 곡혼합잡곡밥, 호박고추장찌개, 얼갈이된장무침, 대패오리간장불고기, 사각어묵볶음, 배추김치",712.7,101.4,30.7,20.9,248.2,0.7,247.3,4.0
207,"나물비빔밥, 팽이유부된장국, 계란후라이, 바사삭고추순살치킨, 백김치, 마시는레드핑크블라썸",812.2,104.4,46.1,26.0,568.6,1.1,306.5,8.0
208,"칼슘현미밥, 북어채무국, 돈사태김치찜, 청포묵김가루무침, 애호박나물, 배추겉절이, 입찰, 파인애플",614.3,87.2,44.2,12.1,171.4,0.8,227.8,4.0
209,"칼슘찹쌀밥, 옥수수스프, 마늘쫑볶음, 고구마함박, 웨지, 피자소스, 배추김치, 시저샐러드",870.2,120.5,21.2,34.0,155.6,0.4,203.6,4.0
210,"칼슘, 곡혼합잡곡밥, 전주식콩나물국, 깻잎찜, 진미채무침, 너비아니, 파채, 배추겉절이, 입찰",784.9,83.5,48.1,27.7,222.0,0.5,217.8,5.0
211,"칼슘찹쌀밥, 쇠고기미역국, 삼색나물, 파채돈육불고기, 파프리카잡채, 배추김치, 케이크",747.1,115.5,37.2,16.6,251.8,0.7,228.6,3.0
212,"김치볶음밥, 쵸핑, 짬뽕순두부국, 참나물무침, 모듬탕수육, 깍두기, 유자샐러드드레싱, 요구르트, 그린샐러드",854.5,136.3,35.4,21.2,419.8,0.7,288.5,8.0
213,"칼슘보리밥, 열무된장국, 마늘보쌈, 비빔밀면, 양파간장절임, 보쌈김치",922.8,142.1,47.6,20.2,343.9,0.8,245.6,6.0
214,"칼슘현미밥, 돈육김치찌개, 숙주미나리무침, 찜닭, 순살, 명엽채볶음, 총각김치, 사과, 배식용",794.1,112.9,63.2,12.2,271.3,0.8,246.5,4.0
215,"칼슘, 곡혼합잡곡밥, 설렁탕, 당면, 오이고추된장무침, 비엔나케찹볶음, 삼치구이, 데리야끼, 섞박지, 떠먹는아이러브요거트",817.2,126.5,35.5,15.9,144.0,0.5,216.6,3.0
216,"칼슘기장밥, 사각어묵국, 숙회, 초장, 애호박나물, 돈육짜장불고기, 배추김치, 조각메론",819.4,117.1,71.0,10.3,207.3,0.9,241.1,5.0
217,"칼슘찹쌀밥, 단호박카레, 오이지무침, 장각구이, 배추김치, 쥬시쿨, 요거트과일샐러드",846.4,147.6,28.8,20.2,330.0,0.4,214.1,4.0
218,"칼슘현미밥, 닭개장, 브로콜리버섯볶음, 훈제오리, 머스터드, 인용, 깍두기, 부추적채무침, 레몬무쌈",733.5,91.4,38.3,26.8,190.0,0.6,212.2,4.0
219,"칼슘수수밥, 냉이달래된장국, 시금치무침, 어묵마늘쫑볶음, 통마늘고추장불고기, 배추김치, 파인애플",718.9,116.4,44.3,12.5,529.1,0.7,281.6,9.0
220,"칼슘수수밥, 감자수제비국, 메추리알곤약조림, 애느타리깨소스무침, 수제코다리살강정, 배추겉절이, 입찰, 키위",857.1,154.5,40.9,10.9,243.9,0.8,296.1,5.0
221,"칼슘흑미밥, 북어채무국, 검은깨온두부, 취나물무침, 감자채볶음, 파프리카, 돈육김치볶음, 총각김치, 방울토마토",713.2,107.1,44.7,13.4,307.7,0.8,329.0,7.0
222,"김밥볶음밥, 가쓰오장국, 단무지깻잎무침, 밀떡볶이, 김말이튀김, 깍두기, 초코우유",996.0,164.0,33.0,23.6,292.7,0.7,423.1,1.0
223,"칼슘, 곡혼합잡곡밥, 아욱된장국, 우엉연근조림, 청경채무침, 순대닭갈비, 배추겉절이, 입찰, 양반김",835.2,123.0,47.0,20.2,546.7,1.0,337.7,7.0
224,"칼슘찹쌀밥, 옥수수스프, 돈까스소스, 왕등심돈까스, 배추김치, 꼬마부시맨브레드, 잼, 구운버섯샐러드, 발사믹",837.4,141.4,25.7,20.0,91.0,0.3,132.4,2.0
225,"칼슘현미밥, 부대찌개, 알감자조림, 도라지오이생채, 새우까스, 타르소스, 총각김치",871.8,132.1,31.0,27.6,87.7,0.6,186.1,3.0
226,"칼슘, 곡혼합잡곡밥, 조랭이떡국, 콩나물무침, 불닭, 콘치즈구이, 콘치즈구이, 배추김치, 바나나",996.2,140.8,51.4,24.9,295.4,0.5,308.8,4.0
227,"추가밥, 토마토스파게티, 콤비네이션피자, 배추김치, 오리엔탈드레싱, 야채피클, 파인애플, 그린샐러드",960.5,164.2,30.3,24.9,166.5,0.6,113.1,3.0
228,"칼슘흑미밥, 콩나물국, 무생채, 주꾸미떡볶음, 건파래볶음, 배추겉절이, 입찰, 사과, 배식용",682.5,124.3,36.8,6.8,111.6,0.6,257.0,6.0
229,"칼슘찹쌀밥, 쇠고기미역국, 돼지갈비찜, 파프리카잡채, 찹쌀콩잔멸치볶음, 배추김치, 케이크",995.7,125.8,52.5,31.6,211.5,0.8,303.4,4.0
230,"칼슘흑미밥, 육개장, 돈육메추리알장조림, 오이생채, 애호박, 새송이전, 깍두기",872.1,103.5,62.8,25.5,409.8,1.6,335.3,7.0
231,"칼슘, 곡혼합잡곡밥, 들깨수제비국, 우엉연근조림, 시금치무침, 불닭, 배추겉절이, 입찰",838.3,131.2,44.9,17.2,931.7,0.7,354.8,6.0
232,"칼슘찹쌀밥, 얼갈이된장국, 참나물겉절이, 파채돈육불고기, 감자채피망볶음, 배추김치",654.9,105.2,37.3,12.6,520.1,0.8,371.3,6.0
233,"칼슘현미밥, 콩나물국, 삼치무조림, 야채계란찜, 사각어묵볶음, 배추김치",656.6,95.2,43.9,11.9,219.5,0.8,268.3,5.0
234,"바지락칼국수, 왕교자, 고기, 김치, 새송이초무침, 사각어묵볶음, 배추겉절이, 입찰",1025.9,174.0,39.8,19.8,213.4,0.6,294.5,1.0
235,"칼슘현미밥, 닭곰탕, 우엉연근조림, 유채나물, 삼치구이, 데리야끼, 교직원용, 배추김치",751.8,108.7,51.5,15.1,329.4,0.7,336.5,4.0
236,"칼슘, 곡혼합잡곡밥, 매생이굴국, 돼지갈비찜, 숙주미나리무침, 오이생채, 배추김치",842.2,95.9,51.3,27.6,332.0,0.9,303.0,1.0
237,"칼슘흑미밥, 뼈없는감자탕, 오이생채, 물파래옥수수전, 삼치구이, 데리야끼, 교직원용, 섞박지",753.7,120.9,45.5,11.5,185.6,0.9,328.4,5.0
238,"칼슘, 곡혼합잡곡밥, 참치김치찌개, 야채계란찜, 상추파채무침, 모듬삼겹살구이, 배추겉절이, 입찰",783.5,79.7,50.6,26.5,242.5,0.9,339.0,7.0
239,"칼슘찹쌀밥, 조랭이떡국, 유채나물, 감자채피망볶음, 야채고기완자, 배추김치",935.2,170.9,38.2,13.2,701.3,0.6,417.1,6.0
240,"칼슘현미밥, 설렁탕, 당면, 오이고추된장무침, 오징어김치전, 너비아니, 파채, 섞박지",786.2,127.8,39.1,12.2,150.9,0.7,152.5,5.0
241,"봄나물보리비빔밥, 약고추장, 팽이유부된장국, 팽이유부된장국, 계란후라이, 허브고등어구이, 배추김치, 요거트과일샐러드",917.8,134.3,52.7,25.5,989.9,1.4,365.5,8.0
242,"칼슘흑미밥, 매콤꼬치어묵국, 돈사태김치찜, 시금치무침, 시금치무침, 꽈리고추멸치볶음, 깍두기",760.7,109.2,57.8,12.2,813.2,0.9,456.0,5.0
243,"칼슘기장밥, 홍합무국, 숙주미나리무침, 불닭, 가지나물, 배추김치",587.5,86.9,40.2,11.8,329.7,0.6,253.3,5.0
244,"칼슘현미밥, 해물순두부찌개, 돼지갈비찜, 도토리묵참나물무침, 애호박, 새송이전, 배추김치",1049.5,137.3,60.7,32.6,549.8,1.4,274.2,6.0
245,"칼슘기장밥, 감자수제비국, 두부조림, 미역오이초무침, 삼치순살구이, 배추겉절이, 입찰",741.4,112.4,45.6,14.1,206.3,0.7,485.3,6.0
246,"칼슘흑미밥, 시금치된장국, 야채계란찜, 콩나물무침, 주꾸미떡볶음, 주꾸미떡볶음, 배추김치",624.4,90.8,44.5,11.4,889.8,1.0,272.8,7.0
247,"칼슘, 곡혼합잡곡밥, 콩비지찌개, 상추겉절이, 파채돈육불고기, 사각어묵볶음, 총각김치",720.5,98.6,48.6,11.7,244.4,0.9,276.2,6.0
248,"칼슘현미밥, 참치김치찌개, 새송이초무침, 마늘쫑볶음, 훈제오리, 머스터드, 인용, 배추겉절이, 입찰, 레몬무쌈",774.6,98.5,40.6,27.6,152.0,0.8,355.0,7.0
249,"칼슘, 곡혼합잡곡밥, 경상도식무국, 진미채무침, 찜닭, 순살, 건파래볶음, 배추김치",879.0,106.0,66.7,20.3,200.3,0.7,313.7,6.0
250,"칼슘흑미밥, 닭곰탕, 연근땅콩조림, 꽁치김치조림, 스크램블드에그, 부추, 총각김치",1165.0,110.9,76.8,49.2,451.8,1.6,654.7,9.0
251,"칼슘현미밥, 버섯된장국, 마늘보쌈, 마늘보쌈, 양파간장절임, 비빔밀면, 보쌈김치, 상추, 쌈장",1034.5,155.5,49.2,27.9,363.5,1.2,463.9,8.0
252,"칼슘찹쌀밥, 쇠고기미역국, 청포묵김가루무침, 오이생채, 통마늘고추장불고기, 배추김치",630.7,96.7,40.1,13.4,358.4,0.6,350.3,5.0
253,"봄나물보리비빔밥, 약고추장, 팽이유부된장국, 팽이유부된장국, 계란후라이, 씨리얼고구마맛탕, 씨리얼고구마맛탕, 배추김치",1020.5,189.5,51.2,20.6,973.2,1.3,495.1,1.0
254,"칼슘, 곡혼합잡곡밥, 조랭이떡국, 애호박나물, 닭갈비, 브로콜리버섯볶음, 배추김치",1047.6,157.8,62.8,19.8,610.5,1.1,406.1,7.0
255,"칼슘, 곡혼합잡곡밥, 돈육김치찌개, 숙주미나리무침, 감자채피망볶음, 해물파전, 교직원, 월, 허브고등어구이, 총각김치",537.9,64.4,38.0,13.9,231.1,0.8,232.8,4.0
256,"칼슘, 곡혼합잡곡밥, 잔치국수, 시금치무침, 구워먹는닭갈비, 배추겉절이, 입찰",740.4,81.5,57.9,18.8,1296.8,0.8,531.6,7.0
257,"칼슘, 곡혼합잡곡밥, 근대된장국, 야채계란찜, 콩나물무침, 파채돈육불고기, 배추김치",711.6,80.7,50.3,18.3,767.2,1.1,399.1,7.0
258,"콩나물국, 육개장, 돼지갈비찜, 견과류단호박찜, 오이생채, 새송이버섯전, 삼치순살구이, 배추김치, 배추겉절이, 입찰, 연두부, 양념장, 유자차, 컵과일, 그린샐러드",2759.4,258.7,199.0,127.9,2293.8,3.8,744.1,1.0
259,"칼슘, 곡혼합잡곡밥, 매콤꼬치어묵국, 온두부, 시금치무침, 꽈리고추멸치볶음, 돈육김치볶음, 깍두기",790.6,93.9,62.3,15.8,903.0,0.7,593.1,7.0
